address,city,state,postal_code,latitude,longitude,brand,cheap,fresh,variety,friendly,city_state,state_full_name
"1589 Skeet Club Road Suite 140 High Point, NC 27265",High Point,NC,27265,36.0328995,-79.9683366,kroger,4,3,4,3,"High Point, NC",North Carolina
"5710-W West Gate City Blvd Greensboro, NC 27407",Greensboro,NC,27407,36.0172388,-79.8974373,kroger,4,3,4,3,"Greensboro, NC",North Carolina
"2727 S. Church St BURLINGTON, NC 27215",Burlington,NC,27215,36.0822928,-79.4835884,kroger,4,3,4,3,"Burlington, NC",North Carolina
"265 Eastchester Dr HIGH POINT, NC 27262",High Point,NC,27262,35.98464,-80.0191108,kroger,4,3,4,3,"High Point, NC",North Carolina
"151 N Beaver Ln Beaver, WV 25813",Beaver,WV,25813,37.7507853,-81.1365177,kroger,4,3,4,3,"Beaver, WV",West Virginia
"406 John Raine Drive Rainelle, WV 25962",Rainelle,WV,25962,37.966503,-80.7748258,kroger,4,3,4,3,"Rainelle, WV",West Virginia
"1734 Harper Rd Beckley, WV 25801",Beckley,WV,25801,37.7891065,-81.2025531,kroger,4,3,4,3,"Beckley, WV",West Virginia
"133 Beckley Crossing Beckley, WV 25801",Beckley,WV,25801,37.8012928,-81.1816577,kroger,4,3,4,3,"Beckley, WV",West Virginia
"411 Mall Rd Oak Hill, WV 25901",Oak Hill,WV,25901,38.0124177,-81.1276549,kroger,4,3,4,3,"Oak Hill, WV",West Virginia
"31 Midway St Bristol, VA 24201",Bristol,VA,24201,36.5962501,-82.2153137,kroger,4,3,4,3,"Bristol, VA",Virginia
"466 Cummings St Abingdon, VA 24210",Abingdon,VA,24210,36.7059125,-81.9740139,kroger,4,3,4,3,"Abingdon, VA",Virginia
"1664 E Stone Dr Kingsport, TN 37660",Kingsport,TN,37660,36.5487385,-82.5157411,kroger,4,3,4,3,"Kingsport, TN",Tennessee
"112 Sunset Dr Johnson City, TN 37604",Johnson City,TN,37604,36.343499,-82.379842,kroger,4,3,4,3,"Johnson City, TN",Tennessee
"1805 W State Of Franklin Rd Johnson City, TN 37604",Johnson City,TN,37604,36.2998505,-82.3803117,kroger,4,3,4,3,"Johnson City, TN",Tennessee
"1461 Blowing Rock Rd Boone, NC 28607",Boone,NC,28607,36.2021857,-81.6626135,kroger,4,3,4,3,"Boone, NC",North Carolina
"240 Shadowline Drive BOONE, NC 28607",Boone,NC,28607,36.202342,-81.6593524,kroger,4,3,4,3,"Boone, NC",North Carolina
"25 Holden Rd Logan, WV 25601",Logan,WV,25601,37.8451023,-82.0144373,kroger,4,3,4,3,"Logan, WV",West Virginia
"515 N 12Th St Middlesboro, KY 40965",Middlesboro,KY,40965,36.613695,-83.7048852,kroger,4,3,4,3,"Middlesboro, KY",Kentucky
"450 11Th St Elkins, WV 26241",Elkins,WV,26241,38.9187102,-79.8438147,kroger,4,3,4,3,"Elkins, WV",West Virginia
"5116 N Roxboro Rd Durham, NC 27704",Durham,NC,27704,36.069227,-78.906498,kroger,4,3,4,3,"Durham, NC",North Carolina
"1501 Horton Road Durham, NC 27705",Durham,NC,27705,36.0563491,-78.9308364,kroger,4,3,4,3,"Durham, NC",North Carolina
"1802 N Pointe Dr Durham, NC 27705",Durham,NC,27705,36.029752,-78.920454,kroger,4,3,4,3,"Durham, NC",North Carolina
"3457 Hillsborough Rd Durham, NC 27705",Durham,NC,27705,36.018641,-78.948682,kroger,4,3,4,3,"Durham, NC",North Carolina
"2107 Hillsborough Rd Durham, NC 27705",Durham,NC,27705,36.0095316,-78.924086,kroger,4,3,4,3,"Durham, NC",North Carolina
"1800 Martin Luther King Jr. Boulevard Chapel Hill, NC 27514",Chapel Hill,NC,27514,35.9683503,-79.0585928,kroger,4,3,4,3,"Chapel Hill, NC",North Carolina
"1817 Martin Luther King Jr. Parkway DURHAM, NC 27707",Durham,NC,27707,35.9596151,-78.9589978,kroger,4,3,4,3,"Durham, NC",North Carolina
"1432 Brogden Woods Dr WAKE FOREST, NC 27587",Wake Forest,NC,27587,35.9905035,-78.6934653,kroger,4,3,4,3,"Wake Forest, NC",North Carolina
"2110 S. Estes Dr Ste OP-4 Chapel Hill, NC 27514",Chapel Hill,NC,27514,35.9296154,-79.0265544,kroger,4,3,4,3,"Chapel Hill, NC",North Carolina
"1125 West NC 54 Highway DURHAM, NC 27707",Durham,NC,27707,35.9176223,-78.9585066,kroger,4,3,4,3,"Durham, NC",North Carolina
"310 N Greensboro St Carrboro, NC 27510",Carrboro,NC,27510,35.912364,-79.070885,kroger,4,3,4,3,"Carrboro, NC",North Carolina
"202 E NC Highway 54 Durham, NC 27713",Durham,NC,27713,35.9127223,-78.9365485,kroger,4,3,4,3,"Durham, NC",North Carolina
"116 W. Barbee Chapel Road CHAPEL HILL, NC 27517",Chapel Hill,NC,27517,35.9064668,-79.0108837,kroger,4,3,4,3,"Chapel Hill, NC",North Carolina
"4221 Corners Pkwy Raleigh, NC 27617",Raleigh,NC,27617,35.91925,-78.788053,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"3265 Smoot Ave Madison, WV 25130",Madison,WV,25130,38.074603,-81.821733,kroger,4,3,4,3,"Madison, WV",West Virginia
"1356 Smoot Avenue Danville, WV 25053",Danville,WV,25053,38.0746335,-81.8216892,kroger,4,3,4,3,"Danville, WV",West Virginia
"10635 Maccorkle Ave Marmet, WV 25315",Marmet,WV,25315,38.2400889,-81.5599386,kroger,4,3,4,3,"Marmet, WV",West Virginia
"5717 Maccorkle Ave Se Charleston, WV 25304",Charleston,WV,25304,38.3112419,-81.5652377,kroger,4,3,4,3,"Charleston, WV",West Virginia
"1100 Fledderjohn Rd Charleston, WV 25314",Charleston,WV,25314,38.3398665,-81.6774653,kroger,4,3,4,3,"Charleston, WV",West Virginia
"101 Mullins Rd Charleston, WV 25314",Charleston,WV,25314,38.3418356,-81.6652435,kroger,4,3,4,3,"Charleston, WV",West Virginia
"101 Lee Street W. Charleston, WV 25302",Charleston,WV,25302,38.3593404,-81.6419717,kroger,4,3,4,3,"Charleston, WV",West Virginia
"981 Dunbar Village Plz Dunbar, WV 25064",Dunbar,WV,25064,38.3577902,-81.7345197,kroger,4,3,4,3,"Dunbar, WV",West Virginia
"2908 State St Gassaway, WV 26624",Gassaway,WV,26624,38.6582624,-80.7494591,kroger,4,3,4,3,"Gassaway, WV",West Virginia
"500 Delaware Ave Charleston, WV 25302",Charleston,WV,25302,38.3627458,-81.6448892,kroger,4,3,4,3,"Charleston, WV",West Virginia
"5 River Walk Mall South Charleston, WV 25303",South Charleston,WV,25303,38.3652643,-81.7102771,kroger,4,3,4,3,"South Charleston, WV",West Virginia
"223 The Crossings S/C Elkview, WV 25071",Elkview,WV,25071,38.45936,-81.49904,kroger,4,3,4,3,"Elkview, WV",West Virginia
"1439 Maccorkle Ave Saint Albans, WV 25177",Saint Albans,WV,25177,38.3871888,-81.8262146,kroger,4,3,4,3,"Saint Albans, WV",West Virginia
"5450 Big Tyler Rd Charleston, WV 25313",Charleston,WV,25313,38.4275163,-81.7865233,kroger,4,3,4,3,"Charleston, WV",West Virginia
"101 Great Teays Blvd Scott Depot, WV 25560",Scott Depot,WV,25560,38.451511,-81.933844,kroger,4,3,4,3,"Scott Depot, WV",West Virginia
"6360 Us Route 60 E Barboursville, WV 25504",Barboursville,WV,25504,38.4156976,-82.3025786,kroger,4,3,4,3,"Barboursville, WV",West Virginia
"6306 County Road 107 Proctorville, OH 45669",Proctorville,OH,45669,38.4369666,-82.3867775,kroger,4,3,4,3,"Proctorville, OH",Ohio
"2627 5Th Ave Huntington, WV 25702",Huntington,WV,25702,38.4252641,-82.4067332,kroger,4,3,4,3,"Huntington, WV",West Virginia
"106 Mcgraw Street Ripley, WV 25271",Ripley,WV,25271,38.8197513,-81.7218611,kroger,4,3,4,3,"Ripley, WV",West Virginia
"19 7Th Ave W Huntington, WV 25701",Huntington,WV,25701,38.4138346,-82.4567304,kroger,4,3,4,3,"Huntington, WV",West Virginia
"711 Martin Luther King Jr Blvd Ashland, KY 41101",Ashland,KY,41101,38.4776993,-82.6497272,kroger,4,3,4,3,"Ashland, KY",Kentucky
"370 Diederich Blvd Ashland, KY 41101",Ashland,KY,41101,38.501485,-82.6816677,kroger,4,3,4,3,"Ashland, KY",Kentucky
"530 E Main St Jackson, OH 45640",Jackson,OH,45640,39.0481938,-82.6300991,kroger,4,3,4,3,"Jackson, OH",Ohio
"919 E State St Athens, OH 45701",Athens,OH,45701,39.3356404,-82.069268,kroger,4,3,4,3,"Athens, OH",Ohio
"9101 Ohio River Rd Wheelersburg, OH 45694",Wheelersburg,OH,45694,38.7130139,-82.8580517,kroger,4,3,4,3,"Wheelersburg, OH",Ohio
"930 Division St Parkersburg, WV 26101",Parkersburg,WV,26101,39.2494206,-81.5574612,kroger,4,3,4,3,"Parkersburg, WV",West Virginia
"1008 Washington Blvd Belpre, OH 45714",Belpre,OH,45714,39.2754747,-81.5806893,kroger,4,3,4,3,"Belpre, OH",Ohio
"2007 7Th St Parkersburg, WV 26101",Parkersburg,WV,26101,39.2698071,-81.5213775,kroger,4,3,4,3,"Parkersburg, WV",West Virginia
"965 Poplar St Nelsonville, OH 45764",Nelsonville,OH,45764,39.4517722,-82.2207556,kroger,4,3,4,3,"Nelsonville, OH",Ohio
"19471 Lake Drive Trimble, OH 45782",Trimble,OH,45782,39.4835771,-82.0798874,kroger,4,3,4,3,"Trimble, OH",Ohio
"811 Gay St Portsmouth, OH 45662",Portsmouth,OH,45662,38.736087,-82.9955819,kroger,4,3,4,3,"Portsmouth, OH",Ohio
"40 Acme St Marietta, OH 45750",Marietta,OH,45750,39.4123277,-81.428585,kroger,4,3,4,3,"Marietta, OH",Ohio
"401 Matthew St Marietta, OH 45750",Marietta,OH,45750,39.431634,-81.464633,kroger,4,3,4,3,"Marietta, OH",Ohio
"31550 Chieftain Dr Logan, OH 43138",Logan,OH,43138,39.5462844,-82.4340922,kroger,4,3,4,3,"Logan, OH",Ohio
"240 W Main St McConnelsville, OH 43756",Mcconnelsville,OH,43756,39.6486784,-81.8562293,kroger,4,3,4,3,"Mcconnelsville, OH",Ohio
"610 Carroll St New Lexington, OH 43764",New Lexington,OH,43764,39.7215345,-82.2031385,kroger,4,3,4,3,"New Lexington, OH",Ohio
"80 Skyline Plaza Dr. Buckhannon, WV 26201",Buckhannon,WV,26201,38.9735058,-80.2308613,kroger,4,3,4,3,"Buckhannon, WV",West Virginia
"130 Lexington Pkwy Lexington, NC 27295",Lexington,NC,27295,35.780066,-80.322718,kroger,4,3,4,3,"Lexington, NC",North Carolina
"850 Jake Alexander Boulevard W. Salisbury, NC 28144",Salisbury,NC,28144,35.6681045,-80.4970447,kroger,4,3,4,3,"Salisbury, NC",North Carolina
"118 Argus Lane Mooresville, NC 28117",Mooresville,NC,28117,35.6031016,-80.8949897,kroger,4,3,4,3,"Mooresville, NC",North Carolina
"134-H Town Center Dr MOORESVILLE, NC 28117",Mooresville,NC,28117,35.5855777,-80.8760122,kroger,4,3,4,3,"Mooresville, NC",North Carolina
"601 Griffith St Davidson, NC 28036",Davidson,NC,28036,35.501831,-80.861704,kroger,4,3,4,3,"Davidson, NC",North Carolina
"431 Peninsula Drive DAVIDSON, NC 28036",Davidson,NC,28036,35.5005211,-80.8601276,kroger,4,3,4,3,"Davidson, NC",North Carolina
"1245 (Hwy 29) Concord Parkway N. Suite 1 Concord, NC 28025",Concord,NC,28025,35.4327004,-80.6059238,kroger,4,3,4,3,"Concord, NC",North Carolina
"21720 Catawba Ave Cornelius, NC 28031",Cornelius,NC,28031,35.4812445,-80.856505,kroger,4,3,4,3,"Cornelius, NC",North Carolina
"11124 Renaissance Drive DAVIDSON, NC 28036",Davidson,NC,28036,35.4426289,-80.7624906,kroger,4,3,4,3,"Davidson, NC",North Carolina
"358 George W Liles Pkwy NW Concord, NC 28027",Concord,NC,28027,35.412218,-80.663273,kroger,4,3,4,3,"Concord, NC",North Carolina
"19815 North Cove Road CORNELIUS, NC 28031",Cornelius,NC,28031,35.4775366,-80.8941263,kroger,4,3,4,3,"Cornelius, NC",North Carolina
"9900 Poplar Tent Road Suite 140 CONCORD, NC 28027",Concord,NC,28027,35.4189694,-80.7427085,kroger,4,3,4,3,"Concord, NC",North Carolina
"9759 Sam Furr Rd Huntersville, NC 28078",Huntersville,NC,28078,35.4442876,-80.8616483,kroger,4,3,4,3,"Huntersville, NC",North Carolina
"7715 Regency Lake Dr HUNTERSVILLE, NC 28078",Huntersville,NC,28078,35.4436806,-80.8954495,kroger,4,3,4,3,"Huntersville, NC",North Carolina
"9925 Rose Commons Drive Huntersville, NC 28078",Huntersville,NC,28078,35.4091646,-80.8619882,kroger,4,3,4,3,"Huntersville, NC",North Carolina
"5810 Highland Shoppes Dr Charlotte, NC 28269",Charlotte,NC,28269,35.371535,-80.782912,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"149 Cross Center Rd Denver, NC 28037",Denver,NC,28037,35.443485,-80.995653,kroger,4,3,4,3,"Denver, NC",North Carolina
"2720 W. Mallard Creek Church Road CHARLOTTE, NC 28262",Charlotte,NC,28262,35.3415123,-80.764915,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"12190 University City Blvd. Harrisburg, NC 28075",Harrisburg,NC,28075,35.3153039,-80.6749817,kroger,4,3,4,3,"Harrisburg, NC",North Carolina
"8445 Davis Lake Pkwy Charlotte, NC 28269",Charlotte,NC,28269,35.3341235,-80.8144065,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"817 North First Street Albemarle, NC 28001",Albemarle,NC,28001,35.3619629,-80.1999484,kroger,4,3,4,3,"Albemarle, NC",North Carolina
"8600 University City Blvd. Charlotte, NC 28213",Charlotte,NC,28213,35.2962342,-80.7383467,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"9641 Brookdale Dr Charlotte, NC 28215",Charlotte,NC,28215,35.28272,-80.669485,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"4701 Smith Farm Rd Charlotte, NC 28216",Charlotte,NC,28216,35.3351076,-80.9338145,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"3909 Corning Place Charlotte, NC 28216",Charlotte,NC,28216,35.327666,-80.94266,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"325 West Sixth Street Charlotte, NC 28202",Charlotte,NC,28202,35.2310155,-80.8439104,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"1704 Central Ave CHARLOTTE, NC 28205",Charlotte,NC,28205,35.2198011,-80.8100881,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"305 Ivey Lane Pinehurst, NC 28374",Pinehurst,NC,28374,35.2052779,-79.4841348,kroger,4,3,4,3,"Pinehurst, NC",North Carolina
"400 Mill Creek Road Carthage, NC 28327",Carthage,NC,28327,35.2269615,-79.3958352,kroger,4,3,4,3,"Carthage, NC",North Carolina
"11109 US 15-501 Hwy Unit 1804 ABERDEEN, NC 28315",Aberdeen,NC,28315,35.1564511,-79.4167212,kroger,4,3,4,3,"Aberdeen, NC",North Carolina
"88 Chatham Downs Chapel Hill, NC 27517",Chapel Hill,NC,27517,35.8309838,-79.0864031,kroger,4,3,4,3,"Chapel Hill, NC",North Carolina
"10140 Green Level Church Rd Cary, NC 27519",Cary,NC,27519,35.8211179,-78.900703,kroger,4,3,4,3,"Cary, NC",North Carolina
"750 W. Williams Street Apex, NC 27539",Apex,NC,27539,35.7376806,-78.8625298,kroger,4,3,4,3,"Apex, NC",North Carolina
"324 Village Walk Dr Holly Springs, NC 27540",Holly Springs,NC,27540,35.6395862,-78.8391135,kroger,4,3,4,3,"Holly Springs, NC",North Carolina
"501 Village Walk Drive Holly Springs, NC 27540",Holly Springs,NC,27540,35.6401901,-78.8364868,kroger,4,3,4,3,"Holly Springs, NC",North Carolina
"7145 Okelly Chapel Rd Cary, NC 27519",Cary,NC,27519,35.843724,-78.887769,kroger,4,3,4,3,"Cary, NC",North Carolina
"98 Cornerstone Drive CARY, NC 27519",Cary,NC,27519,35.7903054,-78.8522718,kroger,4,3,4,3,"Cary, NC",North Carolina
"4093 Davis Drive MORRISVILLE, NC 27560",Morrisville,NC,27560,35.8352986,-78.858459,kroger,4,3,4,3,"Morrisville, NC",North Carolina
"940 US Highway 64 W Apex, NC 27523",Apex,NC,27523,35.74561,-78.82196,kroger,4,3,4,3,"Apex, NC",North Carolina
"5277 Sunset Lake Road Holly Springs, NC 27540",Holly Springs,NC,27540,35.6664199,-78.7962088,kroger,4,3,4,3,"Holly Springs, NC",North Carolina
"3430 Ten Ten Rd Cary, NC 27518",Cary,NC,27518,35.7022751,-78.7920984,kroger,4,3,4,3,"Cary, NC",North Carolina
"1273 NW Maynard Rd Cary, NC 27513",Cary,NC,27513,35.7854462,-78.8120607,kroger,4,3,4,3,"Cary, NC",North Carolina
"1371 East Broad St Ext Fuquay-Varina, NC 27526",Fuquay-Varina,NC,27526,35.5942094,-78.7768101,kroger,4,3,4,3,"Fuquay-Varina, NC",North Carolina
"2080 Kildaire Farm Road Cary, NC 27511",Cary,NC,27511,35.735267,-78.780582,kroger,4,3,4,3,"Cary, NC",North Carolina
"270 Grande Heights Dr Cary, NC 27513",Cary,NC,27513,35.804652,-78.780558,kroger,4,3,4,3,"Cary, NC",North Carolina
"885 Walnut St. Cary, NC 27511",Cary,NC,27511,35.7752649,-78.7647293,kroger,4,3,4,3,"Cary, NC",North Carolina
"1151 Tryon Village Drive CARY, NC 27518",Cary,NC,27518,35.7470577,-78.7433543,kroger,4,3,4,3,"Cary, NC",North Carolina
"5563 Western Boulevard  Suite 6A Raleigh, NC 27606",Raleigh,NC,27606,35.7841226,-78.720309,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"8101 Fayetteville Rd Fuquay-Varina, NC 27603",Fuquay-Varina,NC,27603,35.663363,-78.699336,kroger,4,3,4,3,"Fuquay-Varina, NC",North Carolina
"3201-123 Edwards Mill Road Raleigh, NC 27612",Raleigh,NC,27612,35.825719,-78.7074296,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"13210 Strickland Road RALEIGH, NC 27613",Raleigh,NC,27613,35.9091942,-78.7256102,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"500 Oberlin Rd Raleigh, NC 27605",Raleigh,NC,27605,35.791544,-78.661821,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"2051 W. Millbrook Rd. Raleigh, NC 27612",Raleigh,NC,27612,35.8569807,-78.6799713,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"2603 Glenwood Ave Suite 101 RALEIGH, NC 27608",Raleigh,NC,27608,35.815498,-78.6603326,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"7400 Creedmoor Road RALEIGH, NC 27612",Raleigh,NC,27612,35.887042,-78.6777303,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"8345 Creedmoor Rd Raleigh, NC 27613",Raleigh,NC,27613,35.900728,-78.682465,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"120-100 St. Albans Drive Raleigh, NC 27609",Raleigh,NC,27609,35.8371559,-78.6387279,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"6024 Falls of the Neuse Raleigh, NC 27609",Raleigh,NC,27609,35.8655206,-78.6182992,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"9600 Falls Of The Neuse Road RALEIGH, NC 27615",Raleigh,NC,27615,35.9047877,-78.6010464,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"14520 John Rex Blvd Raleigh, NC 27614",Raleigh,NC,27614,35.9470521,-78.5428303,kroger,4,3,4,3,"Raleigh, NC",North Carolina
"3638 Rogers Road Wake Forest, NC 27587",Wake Forest,NC,27587,35.9443459,-78.5047273,kroger,4,3,4,3,"Wake Forest, NC",North Carolina
"7800-J Stevens Mill Rd STALLINGS, NC 28104",Stallings,NC,28104,35.1400158,-80.6234802,kroger,4,3,4,3,"Stallings, NC",North Carolina
"7036 Brighton Park Dr MINT HILL, NC 28227",Mint Hill,NC,28227,35.1726586,-80.6609305,kroger,4,3,4,3,"Mint Hill, NC",North Carolina
"15080-P Idlewild Rd Matthews, NC 28104",Matthews,NC,28104,35.12202,-80.653666,kroger,4,3,4,3,"Matthews, NC",North Carolina
"5706 Wyalong Dr Charlotte, NC 28227",Charlotte,NC,28227,35.1729346,-80.7090276,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"6610 Old Monroe Rd Indian Trail, NC 28079",Indian Trail,NC,28079,35.047284,-80.648672,kroger,4,3,4,3,"Indian Trail, NC",North Carolina
"1811 Matthews Township Parkway MATTHEWS, NC 28105",Matthews,NC,28105,35.1248853,-80.709793,kroger,4,3,4,3,"Matthews, NC",North Carolina
"1351 Chestnut Lane Matthews, NC 28104",Matthews,NC,28104,35.0683,-80.7005881,kroger,4,3,4,3,"Matthews, NC",North Carolina
"1621 N. Sardis Road CHARLOTTE, NC 28270",Charlotte,NC,28270,35.140704,-80.7386878,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"3100 Weddington Road MATTHEWS, NC 28105",Matthews,NC,28105,35.0827724,-80.7329901,kroger,4,3,4,3,"Matthews, NC",North Carolina
"67 Flowers Crossroads Way CLAYTON, NC 27527",Clayton,NC,27527,35.6559362,-78.3471877,kroger,4,3,4,3,"Clayton, NC",North Carolina
"2800 Raeford Road FAYETTEVILLE, NC 28303",Fayetteville,NC,28303,35.047329,-78.9232269,kroger,4,3,4,3,"Fayetteville, NC",North Carolina
"3050 Traemoor Village Dr FAYETTEVILLE, NC 28306",Fayetteville,NC,28306,34.9824429,-79.0145006,kroger,4,3,4,3,"Fayetteville, NC",North Carolina
"2120 Wayne Memorial Drive Goldsboro, NC 27534",Goldsboro,NC,27534,35.3956653,-77.9626795,kroger,4,3,4,3,"Goldsboro, NC",North Carolina
"3401 Raleigh Rd Parkway W. Suite 10A Wilson, NC 27896",Wilson,NC,27896,35.740786,-77.9626742,kroger,4,3,4,3,"Wilson, NC",North Carolina
"3040 S. Evans St GREENVILLE, NC 27834",Greenville,NC,27834,35.5810813,-77.3832879,kroger,4,3,4,3,"Greenville, NC",North Carolina
"1900 E Fire Tower Road Greenville, NC 27858",Greenville,NC,27858,35.5652924,-77.3554382,kroger,4,3,4,3,"Greenville, NC",North Carolina
"2020 East Firetower Road Suite 101 Greenville, NC 27858",Greenville,NC,27858,35.567052,-77.348543,kroger,4,3,4,3,"Greenville, NC",North Carolina
"3565 ML King Jr. Blvd New Bern, NC 28562",New Bern,NC,28562,35.0984303,-77.09881,kroger,4,3,4,3,"New Bern, NC",North Carolina
"2032 Waterscape Way New Bern, NC 28562",New Bern,NC,28562,35.033836,-77.012691,kroger,4,3,4,3,"New Bern, NC",North Carolina
"2012 South Croatan Highway KILL DEVIL HILLS, NC 27948",Kill Devil Hills,NC,27948,35.9925307,-75.6516353,kroger,4,3,4,3,"Kill Devil Hills, NC",North Carolina
"112 South Sharon Amity Road Charlotte, NC 28211",Charlotte,NC,28211,35.1774346,-80.801145,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"1015 Providence Rd CHARLOTTE, NC 28207",Charlotte,NC,28207,35.1956997,-80.8264705,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"5920 Weddington-Monroe Road Wesley Chapel, NC 28104",Wesley Chapel,NC,28104,34.9998467,-80.6999655,kroger,4,3,4,3,"Wesley Chapel, NC",North Carolina
"3333 Pineville-Matthews Road Charlotte, NC 28226",Charlotte,NC,28226,35.0962486,-80.7846129,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"1227 East Boulevard CHARLOTTE, NC 28203",Charlotte,NC,28203,35.2036585,-80.8447716,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"6701 Morrison Road CHARLOTTE, NC 28211",Charlotte,NC,28211,35.1528589,-80.8257052,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"10616 Providence Road CHARLOTTE, NC 28277",Charlotte,NC,28277,35.0653192,-80.7734119,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"7823 Colony Road Charlotte, NC 28226",Charlotte,NC,28226,35.1064892,-80.8063346,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"11041 Golf Links Dr N Charlotte, NC 28277",Charlotte,NC,28277,35.0544532,-80.7705587,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"11135 Golf Links Drive Charlotte, NC 28277",Charlotte,NC,28277,35.0509901,-80.7695297,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"4101 Park Rd Charlotte, NC 28209",Charlotte,NC,28209,35.175698,-80.850099,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"4100 Carmel Road Charlotte, NC 28226",Charlotte,NC,28226,35.117147,-80.8243163,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"13639 Providence Rd MATTHEWS, NC 28104",Matthews,NC,28104,35.0240018,-80.7609548,kroger,4,3,4,3,"Matthews, NC",North Carolina
"5030 Park Road CHARLOTTE, NC 28209",Charlotte,NC,28209,35.1616388,-80.8495031,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"2717 South Blvd. Charlotte, NC 28209",Charlotte,NC,28209,35.2003904,-80.8666532,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"7852 Rea Road CHARLOTTE, NC 28277",Charlotte,NC,28277,35.0599677,-80.8167062,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"8538 Park Road CHARLOTTE, NC 28210",Charlotte,NC,28210,35.1166484,-80.8581978,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"9720 Rea Road CHARLOTTE, NC 28277",Charlotte,NC,28277,35.0363763,-80.8067898,kroger,4,3,4,3,"Charlotte, NC",North Carolina
"905 South Point Road Belmont, NC 28012",Belmont,NC,28012,35.2356044,-81.0361823,kroger,4,3,4,3,"Belmont, NC",North Carolina
"3350 Robinwood Rd Gastonia, NC 28054",Gastonia,NC,28054,35.2159074,-81.1578546,kroger,4,3,4,3,"Gastonia, NC",North Carolina
"4821 Berewick Town Center Dr. Charlotte, NC 28278",Charlotte,NC,28278,35.1599728,-80.97268,kroger,4,3,4,3,"Charlotte, NC",North Carolina
